0.000000000000000000e+00	0.000000000000000000e+00	2.851096394592314419e-06
1.000000000000000000e+00	1.000000000000000000e+03	2.249427089230364274e+00
2.000000000000000000e+00	2.000000000000000000e+03	3.547012447365893717e+00
3.000000000000000000e+00	3.000000000000000000e+03	4.299929043260139139e+00
4.000000000000000000e+00	4.000000000000000000e+03	5.002844821173275669e+00
5.000000000000000000e+00	5.000000000000000000e+03	5.563254115944550549e+00
6.000000000000000000e+00	6.000000000000000000e+03	6.187102951678435936e+00
7.000000000000000000e+00	7.000000000000000000e+03	6.623870159067378083e+00
8.000000000000000000e+00	8.000000000000000000e+03	7.253848358099015847e+00
9.000000000000000000e+00	9.000000000000000000e+03	7.774926596160677050e+00
1.000000000000000000e+01	1.000000000000000000e+04	8.324759406525519267e+00
1.100000000000000000e+01	1.100000000000000000e+04	8.960828640817149804e+00
1.200000000000000000e+01	1.200000000000000000e+04	9.805382986572448445e+00
1.300000000000000000e+01	1.300000000000000000e+04	1.034784680450611027e+01
1.400000000000000000e+01	1.400000000000000000e+04	1.061073450033492271e+01
1.500000000000000000e+01	1.500000000000000000e+04	1.066717277280456599e+01
1.600000000000000000e+01	1.600000000000000000e+04	1.103154460878860199e+01
1.700000000000000000e+01	1.700000000000000000e+04	1.110910502501364228e+01
1.800000000000000000e+01	1.800000000000000000e+04	1.136517440847786276e+01
1.900000000000000000e+01	1.900000000000000000e+04	1.135726717563903776e+01
2.000000000000000000e+01	2.000000000000000000e+04	1.165194176671985993e+01
2.100000000000000000e+01	2.100000000000000000e+04	1.223504414824134479e+01
2.200000000000000000e+01	2.200000000000000000e+04	1.244970286613454746e+01
2.300000000000000000e+01	2.300000000000000000e+04	1.268826897595203285e+01
2.400000000000000000e+01	2.400000000000000000e+04	1.273939308601514320e+01
2.500000000000000000e+01	2.500000000000000000e+04	1.329307635366896356e+01
2.600000000000000000e+01	2.600000000000000000e+04	1.362830502574870017e+01
2.700000000000000000e+01	2.700000000000000000e+04	1.388933655552629887e+01
2.800000000000000000e+01	2.800000000000000000e+04	1.461549112899458613e+01
2.900000000000000000e+01	2.900000000000000000e+04	1.468164904088066969e+01
3.000000000000000000e+01	3.000000000000000000e+04	1.464953290662819008e+01
3.100000000000000000e+01	3.100000000000000000e+04	1.508952827682730913e+01
3.200000000000000000e+01	3.200000000000000000e+04	1.525658756369385394e+01
3.300000000000000000e+01	3.300000000000000000e+04	1.552888941420339108e+01
3.400000000000000000e+01	3.400000000000000000e+04	1.580158157925596818e+01
3.500000000000000000e+01	3.500000000000000000e+04	1.646959646501671060e+01
3.600000000000000000e+01	3.600000000000000000e+04	1.673813698914084469e+01
3.700000000000000000e+01	3.700000000000000000e+04	1.709378870953977980e+01
3.800000000000000000e+01	3.800000000000000000e+04	1.745025888860937613e+01
3.900000000000000000e+01	3.900000000000000000e+04	1.769638701236839751e+01
4.000000000000000000e+01	4.000000000000000000e+04	1.801670165932284462e+01
4.100000000000000000e+01	4.100000000000000000e+04	1.833794097969856551e+01
4.200000000000000000e+01	4.200000000000000000e+04	1.839065372541572785e+01
4.300000000000000000e+01	4.300000000000000000e+04	1.857223224320790678e+01
4.400000000000000000e+01	4.400000000000000000e+04	1.902287260809797687e+01
4.500000000000000000e+01	4.500000000000000000e+04	1.900990636562592329e+01
4.600000000000000000e+01	4.600000000000000000e+04	1.917972985431443078e+01
4.700000000000000000e+01	4.700000000000000000e+04	1.977061771082443187e+01
4.800000000000000000e+01	4.800000000000000000e+04	1.952543017477492526e+01
4.900000000000000000e+01	4.900000000000000000e+04	1.963494714389106477e+01
5.000000000000000000e+01	5.000000000000000000e+04	1.998515991713994211e+01
5.100000000000000000e+01	5.100000000000000000e+04	2.006056666958597390e+01
5.200000000000000000e+01	5.200000000000000000e+04	2.053120238830098288e+01
5.300000000000000000e+01	5.300000000000000000e+04	2.048403140147854273e+01
5.400000000000000000e+01	5.400000000000000000e+04	2.060294924167890684e+01
5.500000000000000000e+01	5.500000000000000000e+04	2.086973595961278249e+01
5.600000000000000000e+01	5.600000000000000000e+04	2.146200597845452407e+01
5.700000000000000000e+01	5.700000000000000000e+04	2.179984476397254411e+01
5.800000000000000000e+01	5.800000000000000000e+04	2.207100147749545371e+01
5.900000000000000000e+01	5.900000000000000000e+04	2.204650605506956396e+01
6.000000000000000000e+01	6.000000000000000000e+04	2.224160385525158645e+01
6.100000000000000000e+01	6.100000000000000000e+04	2.255542727989397278e+01
6.200000000000000000e+01	6.200000000000000000e+04	2.245091588967259355e+01
6.300000000000000000e+01	6.300000000000000000e+04	2.236414244602714518e+01
6.400000000000000000e+01	6.400000000000000000e+04	2.263362060597039260e+01
