0.000000000000000000e+00	0.000000000000000000e+00	2.156571207695231175e-06
1.000000000000000000e+00	1.000000000000000000e+03	1.833016457770714647e+00
2.000000000000000000e+00	2.000000000000000000e+03	2.766664447413082595e+00
3.000000000000000000e+00	3.000000000000000000e+03	3.265120327804877931e+00
4.000000000000000000e+00	4.000000000000000000e+03	4.145725292907722626e+00
5.000000000000000000e+00	5.000000000000000000e+03	4.810267933477957669e+00
6.000000000000000000e+00	6.000000000000000000e+03	5.489107490084005114e+00
7.000000000000000000e+00	7.000000000000000000e+03	5.833177568887528253e+00
8.000000000000000000e+00	8.000000000000000000e+03	6.624879863517507239e+00
9.000000000000000000e+00	9.000000000000000000e+03	7.214602747967211904e+00
1.000000000000000000e+01	1.000000000000000000e+04	7.622717674575116398e+00
1.100000000000000000e+01	1.100000000000000000e+04	7.987021106632256284e+00
1.200000000000000000e+01	1.200000000000000000e+04	8.494294827008385340e+00
1.300000000000000000e+01	1.300000000000000000e+04	8.897232142966059243e+00
1.400000000000000000e+01	1.400000000000000000e+04	9.238233750331991345e+00
1.500000000000000000e+01	1.500000000000000000e+04	9.711272320590518703e+00
1.600000000000000000e+01	1.600000000000000000e+04	1.027781331111608942e+01
1.700000000000000000e+01	1.700000000000000000e+04	1.056948377896626745e+01
1.800000000000000000e+01	1.800000000000000000e+04	1.098083046088670223e+01
1.900000000000000000e+01	1.900000000000000000e+04	1.139588144260859082e+01
2.000000000000000000e+01	2.000000000000000000e+04	1.169660518243540182e+01
2.100000000000000000e+01	2.100000000000000000e+04	1.210156614874476055e+01
2.200000000000000000e+01	2.200000000000000000e+04	1.244268213822790337e+01
2.300000000000000000e+01	2.300000000000000000e+04	1.275048970186270658e+01
2.400000000000000000e+01	2.400000000000000000e+04	1.303492398772918115e+01
2.500000000000000000e+01	2.500000000000000000e+04	1.316215796015307760e+01
2.600000000000000000e+01	2.600000000000000000e+04	1.337925868700464704e+01
2.700000000000000000e+01	2.700000000000000000e+04	1.360271642947863846e+01
2.800000000000000000e+01	2.800000000000000000e+04	1.399246383290003948e+01
2.900000000000000000e+01	2.900000000000000000e+04	1.426637990323074234e+01
3.000000000000000000e+01	3.000000000000000000e+04	1.480664888633481091e+01
3.100000000000000000e+01	3.100000000000000000e+04	1.466178477242265288e+01
3.200000000000000000e+01	3.200000000000000000e+04	1.495781631980236170e+01
3.300000000000000000e+01	3.300000000000000000e+04	1.520218618007621636e+01
3.400000000000000000e+01	3.400000000000000000e+04	1.534717044899112715e+01
3.500000000000000000e+01	3.500000000000000000e+04	1.567268801348022933e+01
3.600000000000000000e+01	3.600000000000000000e+04	1.614581525384194549e+01
3.700000000000000000e+01	3.700000000000000000e+04	1.623741787904780409e+01
3.800000000000000000e+01	3.800000000000000000e+04	1.652690460234556724e+01
3.900000000000000000e+01	3.900000000000000000e+04	1.695281109837082312e+01
4.000000000000000000e+01	4.000000000000000000e+04	1.727483745326706099e+01
4.100000000000000000e+01	4.100000000000000000e+04	1.753769610734883955e+01
4.200000000000000000e+01	4.200000000000000000e+04	1.763318687867587897e+01
4.300000000000000000e+01	4.300000000000000000e+04	1.796598353083127719e+01
4.400000000000000000e+01	4.400000000000000000e+04	1.809597680783965856e+01
4.500000000000000000e+01	4.500000000000000000e+04	1.815026809326090529e+01
4.600000000000000000e+01	4.600000000000000000e+04	1.839359426306569745e+01
4.700000000000000000e+01	4.700000000000000000e+04	1.875032274447607605e+01
4.800000000000000000e+01	4.800000000000000000e+04	1.910542764605674293e+01
4.900000000000000000e+01	4.900000000000000000e+04	1.946474437492404519e+01
5.000000000000000000e+01	5.000000000000000000e+04	1.977414776688653930e+01
5.100000000000000000e+01	5.100000000000000000e+04	1.991194994443902644e+01
5.200000000000000000e+01	5.200000000000000000e+04	2.002383931946820539e+01
5.300000000000000000e+01	5.300000000000000000e+04	2.019020685254125524e+01
5.400000000000000000e+01	5.400000000000000000e+04	2.015288779702248689e+01
